assists,games,goals,id,key_passes,league,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,year,yellow_cards
2,26,1,6990,15,RFPL,1,1.1260176608338952,Antonino Barillà,D M S,0,17,Parma Calcio 1913,1709,2.079761161468923,1.1260176608338952,3.4451648518443108,5.633494223468006,2021,6
0,20,1,6993,8,RFPL,1,0.6503912098705769,Mattia Sprocati,F S,0,14,Parma Calcio 1913,571,0.36595756001770496,0.6503912098705769,0.26007342152297497,1.030450938269496,2021,0
0,12,1,6997,8,RFPL,1,0.8276557559147477,Ignacio Pussetto,F M S,0,10,Udinese,320,0.35715689323842525,0.8276557559147477,0.5983605291694403,1.521068220026791,2021,1
0,10,1,7002,2,RFPL,1,0.8858734220266342,Giangiacomo Magnani,D S,0,4,"Brescia,Sassuolo",245,0.09394947439432144,0.8858734220266342,0.05970903858542442,0.15365851297974586,2021,3
2,17,1,7003,5,RFPL,1,0.2341220499947667,Mehdi Bourabia,M S,1,10,Sassuolo,911,0.45542680844664574,0.2341220499947667,3.8904006853699684,4.093871288001537,2021,5
1,30,1,7218,10,RFPL,1,1.0096225831657648,Cristian Romero,D,1,15,Genoa,2593,0.4237897442653775,1.0096225831657648,5.345810324884951,5.63768105302006,2021,13
0,7,1,7263,4,RFPL,1,0.29550961405038834,Musa Juwara,M S,0,6,Bologna,141,0.14555107709020376,0.29550961405038834,1.0423617362976074,1.3309779316186905,2021,1
0,9,1,7289,5,RFPL,1,0.8402891270816326,Amin Younes,M S,0,7,Napoli,154,0.7548944670706987,0.8402891270816326,1.3310639634728432,2.22661754488945,2021,1
1,6,1,7416,1,RFPL,1,0.12382836639881134,Merih Demiral,D S,0,2,Juventus,415,0.4193297326564789,0.12382836639881134,1.2649234235286713,1.2649234235286713,2021,1
1,11,1,7417,2,RFPL,1,0.13415385596454144,Christian Oliva,M S,0,3,Cagliari,461,0.16899473965168,0.13415385596454144,1.1746919211000204,1.4778405223041773,2021,1
0,4,1,7472,3,RFPL,1,0.12541522830724716,Wilfried Stephane Singo,D S,0,2,Torino,127,0.10199626535177231,0.12541522830724716,0.7952841520309448,0.9789176881313324,2021,0
3,14,1,7609,10,RFPL,1,1.2256436832249165,Carles Pérez,M S,0,21,Roma,553,1.4137347340583801,1.2256436832249165,3.715161446481943,4.880619715899229,2021,2
1,26,1,7912,15,RFPL,1,2.1252831388264894,Eljif Elmas,F M S,0,23,Napoli,1110,1.1582826469093561,2.1252831388264894,2.6693530455231667,4.687107041478157,2021,7
0,15,1,7923,0,RFPL,1,0.5345921162515879,Pawel Dawidowicz,D S,2,4,Verona,692,0,0.5345921162515879,2.1064090505242348,2.1064090505242348,2021,2
1,34,1,7927,29,RFPL,0,1.380796056240797,Sofyan Amrabat,M S,2,19,Verona,2940,2.2731085140258074,2.1420948915183544,6.553111378103495,9.348437941633165,2021,10
3,29,1,7931,18,RFPL,1,1.0880003198981285,Takehiro Tomiyasu,D,0,19,Bologna,2538,1.6583874467760324,1.0880003198981285,6.780549518764019,8.024152874946594,2021,8
1,26,1,7932,9,RFPL,1,1.1923681180924177,Stefano Denswil,D S,1,11,Bologna,2243,0.43512098491191864,1.1923681180924177,5.0956124709919095,5.303195373155177,2021,5
0,26,1,7934,8,RFPL,1,1.9622480468824506,Andreas Skov Olsen,M S,0,20,Bologna,727,0.3270827252417803,1.9622480468824506,1.5032275170087814,3.4495118828490376,2021,2
0,8,1,7937,0,RFPL,1,0.051192574203014374,Julian Chabot,D S,1,1,Sampdoria,566,0,0.051192574203014374,1.254902422428131,1.254902422428131,2021,1
1,24,1,7939,20,RFPL,1,1.7017927840352058,Morten Thorsby,D M S,1,18,Sampdoria,1882,0.9330159490928054,1.7017927840352058,3.68586649838835,4.5713108060881495,2021,7
0,11,1,7942,3,RFPL,1,1.5980397462844849,Bobby Adekanye,S,0,5,Lazio,159,0.20201566070318222,1.5980397462844849,0.9431149065494537,2.15525983273983,2021,1
2,32,1,7944,26,RFPL,1,2.386285787448287,Gabriel Strefezza,D F M S,1,53,SPAL 2013,2117,1.9819386759772897,2.386285787448287,3.1422919975593686,6.915929617360234,2021,7
0,13,1,7954,8,RFPL,1,0.7801077663898468,Daniele Ragatzu,F M S,0,9,Cagliari,290,0.4832967761904001,0.7801077663898468,0.6409072056412697,1.5698380395770073,2021,1
0,21,1,7956,3,RFPL,1,0.3378826156258583,Andrea Cistana,D,1,6,Brescia,1838,0.16423486080020666,0.3378826156258583,2.123344086110592,2.150684639811516,2021,7
1,25,1,7957,19,RFPL,1,2.5396534521132708,Dimitri Bisoli,M S,0,25,Brescia,2156,2.393537752330303,2.5396534521132708,2.483709655702114,5.015277240425348,2021,6
