Match_ID,Match_date,team,Team_1,match_rank,short_date,h_a,xG lag 1,xG lag 2,xG lag 3,goals lag 1,goals lag 2,goals lag 3,win_rate,draw_rate,loss_rate,ppda_att,ppda_def,ppda_allowed_def,ppda_allowed_att,ppda_att_opp,ppda_def_opp,ppda_allowed_def_opp,ppda_allowed_att_opp,goals
3128,2016-12-14 00:00:00+00:00,Chelsea,Sunderland,196.0,2016-12-14,a,0.5520803835242987,1.284803070127964,1.2494820207357407,1.0,3.0,2.0,1.0,0.0,0.0,177.0,20.0,25.0,200.0,,,,,1.0
3129,2016-12-14 00:00:00+00:00,West Ham,Burnley,195.0,2016-12-14,h,0.6499795475974679,0.9062809571623802,0.7493878062814474,2.0,1.0,1.0,0.0,0.6,0.4,177.0,20.0,25.0,200.0,141.0,25.0,20.0,259.0,1.0
3129,2016-12-14 00:00:00+00:00,Burnley,West Ham,192.0,2016-12-14,a,2.2013455145061016,0.778888700529933,0.47623208351433277,3.0,0.0,1.0,0.4,0.0,0.6,177.0,20.0,25.0,200.0,166.0,17.0,26.0,279.0,0.0
313,2016-02-02 00:00:00+00:00,Norwich,Tottenham,72.0,2016-02-02,h,1.0343232825398445,0.5961948111653328,0.19372810516506433,4.0,0.0,1.0,0.4,0.0,0.6,132.0,24.0,19.0,179.0,549.0,16.0,30.0,229.0,0.0
313,2016-02-02 00:00:00+00:00,Tottenham,Norwich,223.0,2016-02-02,a,1.7436841186136007,2.040542222559452,1.247928329743445,3.0,4.0,0.0,0.6,0.2,0.2,132.0,24.0,19.0,179.0,,,,,3.0
3130,2016-12-15 00:00:00+00:00,Crystal Palace,Manchester United,195.0,2016-12-15,h,1.5005915788933635,2.200730374082923,2.297433529049158,3.0,3.0,3.0,0.2,0.2,0.6,177.0,20.0,25.0,200.0,225.0,27.0,28.0,186.0,1.0
3130,2016-12-15 00:00:00+00:00,Manchester United,Crystal Palace,194.0,2016-12-15,a,1.0499993367120624,0.5412992462515831,1.4513160176575184,1.0,1.0,1.0,0.4,0.6,0.0,177.0,20.0,25.0,200.0,275.0,24.0,27.0,164.0,2.0
3131,2016-12-15 00:00:00+00:00,Swansea,West Bromwich Albion,61.0,2016-12-15,a,2.1818505441769958,0.03421090915799141,3.551920674741268,3.0,0.0,5.0,0.4,0.2,0.4,177.0,20.0,25.0,200.0,177.0,22.0,16.0,169.0,1.0
3131,2016-12-15 00:00:00+00:00,West Bromwich Albion,Swansea,99.0,2016-12-15,h,0.21257427334785461,1.1773677244782448,1.4021272733807564,0.0,3.0,1.0,0.6,0.2,0.2,177.0,20.0,25.0,200.0,290.0,12.0,22.0,162.0,3.0
3132,2016-12-15 00:00:00+00:00,Watford,Manchester City,155.0,2016-12-15,a,1.4927101992070675,1.4871565755456686,0.5477437973022461,3.0,1.0,0.0,0.4,0.0,0.6,177.0,20.0,25.0,200.0,231.0,23.0,18.0,262.0,0.0
